ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,SEGMENT,COUNTRY,CITY,STATE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PROFIT,NET_SALES
2021-09-23,2021-09-26,FIRST CLASS,DV-13045,CORPORATE,USA,SAN DIEGO,CA,WEST,OFF-EN-10001509,OFFICE SUPPLIES,ENVELOPES,POLY STRING TIE ENVELOPES,1.9176,8.16
2021-09-23,2021-09-28,SECOND CLASS,RA-19915,CONSUMER,USA,COLUMBUS,GA,SOUTH,FUR-CH-10002084,FURNITURE,CHAIRS,HON MOBIUS OPERATOR'S CHAIR,81.1734,1106.91
2021-09-23,2021-09-28,SECOND CLASS,CR-12580,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,OFF-BI-10004187,OFFICE SUPPLIES,BINDERS,3-RING STAPLE PACK,3.6848,58.9568
2021-09-24,2021-09-30,STANDARD CLASS,BP-11230,CONSUMER,USA,BROKEN ARROW,OK,CENTRAL,OFF-PA-10001569,OFFICE SUPPLIES,PAPER,XEROX 232,3.1104,6.48
2021-09-24,2021-09-26,FIRST CLASS,MK-17905,CORPORATE,USA,ROCKFORD,IL,CENTRAL,OFF-BI-10004584,OFFICE SUPPLIES,BINDERS,GBC PROCLICK 150 PRESENTATION BINDING SYSTEM,-729.9138,619.3208
2021-09-24,2021-09-28,STANDARD CLASS,EH-13765,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-EN-10001453,OFFICE SUPPLIES,ENVELOPES,"TYVEK INTEROFFICE ENVELOPES, 9 1/2"" X 12 1/2"", 100/BOX",143.303,1524.5
2021-09-24,2021-10-01,STANDARD CLASS,PK-19075,CONSUMER,USA,COLUMBUS,OH,EAST,FUR-CH-10003199,FURNITURE,CHAIRS,OFFICE STAR - CONTEMPORARY TASK SWIVEL CHAIR,-13.3176,217.5208
2021-09-24,2021-10-01,STANDARD CLASS,CL-12700,HOME OFFICE,USA,AURORA,CO,WEST,FUR-FU-10002671,FURNITURE,FURNISHINGS,ELECTRIX 20W HALOGEN REPLACEMENT BULB FOR ZOOM-IN DESK LAMP,7.504,34.304
2021-09-24,2021-09-24,SAME DAY,EB-13750,CORPORATE,USA,SAN FRANCISCO,CA,WEST,FUR-FU-10002501,FURNITURE,FURNISHINGS,NU-DELL EXECUTIVE FRAME,23.384,316.0
2021-09-24,2021-09-28,STANDARD CLASS,RD-19900,CONSUMER,USA,BLOOMINGTON,IN,CENTRAL,FUR-FU-10004006,FURNITURE,FURNISHINGS,"DEFLECT-O DURAMAT LIGHWEIGHT, STUDDED, BEVELED MAT FOR LOW PILE CARPETING",21.7515,383.85
2021-09-24,2021-09-26,SECOND CLASS,LA-16780,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-PA-10000380,OFFICE SUPPLIES,PAPER,"REDIFORM INCOMING/OUTGOING CALL REGISTER, 11"" X 8 1/2"", 100 MESSAGES",20.85,208.5
2021-09-25,2021-10-01,STANDARD CLASS,JW-16075,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-AR-10004441,OFFICE SUPPLIES,ART,BIC BRITE LINER HIGHLIGHTERS,6.9552,66.24
2021-09-25,2021-09-29,STANDARD CLASS,KE-16420,CORPORATE,USA,TIGARD,OR,WEST,OFF-BI-10004828,OFFICE SUPPLIES,BINDERS,GBC POLY DESIGNER BINDING COVERS,-3.5154,1.5066000000000004
2021-09-25,2021-10-01,STANDARD CLASS,NH-18610,CORPORATE,USA,IRVING,TX,CENTRAL,OFF-LA-10001569,OFFICE SUPPLIES,LABELS,AVERY 499,5.1792,50.995200000000004
2021-09-25,2021-09-30,STANDARD CLASS,SC-20695,CORPORATE,USA,LA CROSSE,WI,CENTRAL,TEC-AC-10001908,TECHNOLOGY,ACCESSORIES,LOGITECH WIRELESS HEADSET H800,174.9825,2499.75
2021-09-25,2021-09-27,FIRST CLASS,AS-10045,CORPORATE,USA,SAN FRANCISCO,CA,WEST,FUR-BO-10002613,FURNITURE,BOOKCASES,"ATLANTIC METALS MOBILE 4-SHELF BOOKCASES, CUSTOM COLORS",84.294,812.0322
2021-09-25,2021-09-29,STANDARD CLASS,TS-21505,CONSUMER,USA,CLEVELAND,OH,EAST,OFF-ST-10002574,OFFICE SUPPLIES,STORAGE,"SAFCO COMMERCIAL WIRE SHELVING, BLACK",-82.884,795.6864
2021-09-25,2021-09-30,STANDARD CLASS,AB-10105,CONSUMER,USA,PHOENIX,AZ,WEST,FUR-TA-10002356,FURNITURE,TABLES,BEVIS BOAT-SHAPED CONFERENCE TABLE,-204.4458,589.7475000000001
2021-09-25,2021-10-01,STANDARD CLASS,DL-12865,CONSUMER,USA,LONG BEACH,CA,WEST,OFF-PA-10000141,OFFICE SUPPLIES,PAPER,"AMPAD EVIDENCE WIREBOND STENO BOOKS, 6"" X 9""",5.123,54.5
2021-09-26,2021-09-30,STANDARD CLASS,SN-20710,HOME OFFICE,USA,COVINGTON,WA,WEST,TEC-AC-10003063,TECHNOLOGY,ACCESSORIES,MICRO INNOVATIONS USB RF WIRELESS KEYBOARD WITH MOUSE,21.0,400.0
2021-09-26,2021-10-01,STANDARD CLASS,SC-20380,CONSUMER,USA,HOUSTON,TX,CENTRAL,OFF-BI-10002026,OFFICE SUPPLIES,BINDERS,IBICO RECYCLED LINEN-STYLE COVERS,-24.9984,6.249599999999999
2021-09-26,2021-09-30,STANDARD CLASS,LR-17035,CORPORATE,USA,HOUSTON,TX,CENTRAL,FUR-CH-10000513,FURNITURE,CHAIRS,HIGH-BACK LEATHER MANAGER'S CHAIR,-136.4895,1592.3774999999998
2021-09-26,2021-09-27,FIRST CLASS,MH-17620,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-BI-10004001,OFFICE SUPPLIES,BINDERS,GBC RECYCLED VELOBINDER COVERS,-11.5872,2.7263999999999995
2021-09-26,2021-10-01,SECOND CLASS,CS-12175,CORPORATE,USA,IOWA CITY,IA,CENTRAL,OFF-PA-10004022,OFFICE SUPPLIES,PAPER,HAMMERMILL COLOR COPIER PAPER (28LB. AND 96 BRIGHT),4.4955,9.99
2021-09-26,2021-10-01,STANDARD CLASS,SH-19975,CORPORATE,USA,HESPERIA,CA,WEST,FUR-BO-10004467,FURNITURE,BOOKCASES,BESTAR CLASSIC BOOKCASE,19.998,1806.0693749999998
2021-09-26,2021-10-01,STANDARD CLASS,TN-21040,HOME OFFICE,USA,TALLAHASSEE,FL,SOUTH,TEC-AC-10002637,TECHNOLOGY,ACCESSORIES,LOGITECH VX REVOLUTION CORDLESS LASER MOUSE FOR NOTEBOOKS (BLACK),-75.5958,1036.7423999999999
2021-09-26,2021-09-26,SAME DAY,CM-12445,CONSUMER,USA,REDLANDS,CA,WEST,OFF-PA-10001667,OFFICE SUPPLIES,PAPER,GREAT WHITE MULTI-USE RECYCLED PAPER (20LB. AND 84 BRIGHT),13.455,149.5
2021-09-26,2021-10-01,STANDARD CLASS,NF-18385,CONSUMER,USA,DECATUR,IL,CENTRAL,FUR-CH-10002331,FURNITURE,CHAIRS,HON 4700 SERIES MOBUIS MID-BACK TASK CHAIRS WITH ADJUSTABLE ARMS,-96.1146,1569.8718
2021-09-26,2021-09-30,STANDARD CLASS,DW-13585,CORPORATE,USA,SAN FRANCISCO,CA,WEST,OFF-PA-10004735,OFFICE SUPPLIES,PAPER,XEROX 1905,6.2208,25.92
2021-09-27,2021-09-29,SECOND CLASS,JG-15160,CONSUMER,USA,ATLANTA,GA,SOUTH,OFF-AR-10004685,OFFICE SUPPLIES,ART,"BINNEY & SMITH CRAYOLA METALLIC COLORED PENCILS, 8-COLOR SET",4.5837,41.67
2021-09-27,2021-10-03,STANDARD CLASS,HM-14860,CORPORATE,USA,HUNTSVILLE,TX,CENTRAL,FUR-BO-10000780,FURNITURE,BOOKCASES,O'SULLIVAN PLANTATIONS 2-DOOR LIBRARY IN LANDVERY OAK,-225.0976,4553.724447999999
2021-09-27,2021-10-03,STANDARD CLASS,SW-20455,CONSUMER,USA,SEATTLE,WA,WEST,TEC-PH-10002584,TECHNOLOGY,PHONES,SAMSUNG GALAXY S4,125.198,1602.5344
2021-09-27,2021-10-02,STANDARD CLASS,BM-11650,CORPORATE,USA,LANCASTER,OH,EAST,OFF-BI-10002764,OFFICE SUPPLIES,BINDERS,RECYCLED PRESSBOARD REPORT COVER WITH REINFORCED TOP HINGE,-2.0349,2.6163000000000003
2021-09-28,2021-10-01,FIRST CLASS,MM-18280,CORPORATE,USA,QUINCY,IL,CENTRAL,OFF-PA-10003039,OFFICE SUPPLIES,PAPER,XEROX 1960,30.98,317.2352
2021-09-29,2021-10-03,STANDARD CLASS,JK-15730,CONSUMER,USA,MOBILE,AL,SOUTH,OFF-AR-10001149,OFFICE SUPPLIES,ART,"SANFORD COLORIFIC COLORED PENCILS, 12/BOX",7.776,233.28000000000003
2021-09-29,2021-10-01,SECOND CLASS,PS-18760,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10000176,OFFICE SUPPLIES,PAPER,XEROX 1887,9.1056,18.97
2021-09-29,2021-09-30,FIRST CLASS,CC-12100,HOME OFFICE,USA,COLUMBUS,IN,CENTRAL,OFF-AR-10000255,OFFICE SUPPLIES,ART,NEWELL 328,10.6288,286.16
2021-09-29,2021-10-03,STANDARD CLASS,ES-14080,CORPORATE,USA,SPRINGFIELD,OR,WEST,TEC-PH-10001817,TECHNOLOGY,PHONES,WILSON ELECTRONICS DB PRO SIGNAL BOOSTER,75.18,2062.0800000000004
2021-09-29,2021-10-03,STANDARD CLASS,ML-17410,CONSUMER,USA,LOS ANGELES,CA,WEST,TEC-AC-10003399,TECHNOLOGY,ACCESSORIES,MEMOREX MINI TRAVEL DRIVE 64 GB USB 2.0 FLASH DRIVE,15.2208,36.24
2021-09-29,2021-10-02,FIRST CLASS,LS-16945,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-LA-10004853,OFFICE SUPPLIES,LABELS,AVERY 483,5.1792,50.995200000000004
2021-09-29,2021-10-03,STANDARD CLASS,AR-10540,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-BI-10002982,OFFICE SUPPLIES,BINDERS,AVERY SELF-ADHESIVE PHOTO POCKETS FOR POLAROID PHOTOS,9.534,108.96
2021-09-29,2021-10-01,SECOND CLASS,DM-12955,CORPORATE,USA,YUMA,AZ,WEST,OFF-AR-10002375,OFFICE SUPPLIES,ART,NEWELL 351,1.1808,33.5872
2021-09-30,2021-10-03,FIRST CLASS,SJ-20215,CONSUMER,USA,QUINCY,IL,CENTRAL,OFF-BI-10000343,OFFICE SUPPLIES,BINDERS,"PRESSBOARD COVERS WITH STORAGE HOOKS, 9 1/2"" X 11"", LIGHT BLUE",-3.2406,0.7855999999999999
2021-09-30,2021-10-04,STANDARD CLASS,GM-14680,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-BO-10003034,FURNITURE,BOOKCASES,"O'SULLIVAN ELEVATIONS BOOKCASE, CHERRY FINISH",-26.196,2095.68
2021-10-01,2021-10-01,SAME DAY,HG-15025,CONSUMER,USA,AMARILLO,TX,CENTRAL,TEC-AC-10003832,TECHNOLOGY,ACCESSORIES,IMATION 16GB MINI TRAVELDRIVE USB 2.0 FLASH DRIVE,20.8719,190.8288
2021-10-01,2021-10-02,FIRST CLASS,BD-11620,CONSUMER,USA,SAN FRANCISCO,CA,WEST,FUR-CH-10001146,FURNITURE,CHAIRS,"GLOBAL VALUE MID-BACK MANAGER'S CHAIR, GRAY",12.178,623.5136000000001
2021-10-01,2021-10-02,FIRST CLASS,CC-12220,CONSUMER,USA,LA PORTE,IN,CENTRAL,TEC-PH-10000215,TECHNOLOGY,PHONES,PLANTRONICS CORDLESS PHONE HEADSET WITH IN-LINE VOLUME - M214C,18.873,139.8
2021-10-01,2021-10-06,SECOND CLASS,JK-15205,CONSUMER,USA,HIALEAH,FL,SOUTH,OFF-AR-10003631,OFFICE SUPPLIES,ART,STAPLES IN MISC. COLORS,5.0336,198.2464
2021-10-01,2021-10-05,STANDARD CLASS,GM-14680,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-TA-10003238,FURNITURE,TABLES,"CHROMCRAFT BULL-NOSE WOOD 48"" X 96"" RECTANGULAR CONFERENCE TABLES",-115.7058,198.3528
2021-10-02,2021-10-09,STANDARD CLASS,TC-20980,CORPORATE,USA,LAFAYETTE,IN,CENTRAL,OFF-BI-10004600,OFFICE SUPPLIES,BINDERS,IBICO IBIMASTER 300 MANUAL BINDING SYSTEM,331.191,1471.96
2021-10-02,2021-10-06,STANDARD CLASS,TT-21265,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-AP-10004532,OFFICE SUPPLIES,APPLIANCES,KENSINGTON 6 OUTLET GUARDIAN STANDARD SURGE PROTECTOR,16.5888,184.32
2021-10-02,2021-10-03,FIRST CLASS,LP-17095,CONSUMER,USA,PHOENIX,AZ,WEST,OFF-BI-10002429,OFFICE SUPPLIES,BINDERS,"PREMIER ELLIPTICAL RING BINDER, BLACK",-40.1808,98.62560000000002
2021-10-03,2021-10-08,STANDARD CLASS,EB-13870,CONSUMER,USA,NEW YORK CITY,NY,EAST,FUR-CH-10003199,FURNITURE,CHAIRS,OFFICE STAR - CONTEMPORARY TASK SWIVEL CHAIR,93.2232,3236.1768000000006
2021-10-03,2021-10-07,STANDARD CLASS,DB-12910,HOME OFFICE,USA,LAKE FOREST,CA,WEST,FUR-CH-10004063,FURNITURE,CHAIRS,GLOBAL DELUXE HIGH-BACK MANAGER'S CHAIR,102.9528,2928.4352
2021-10-03,2021-10-06,SECOND CLASS,HL-15040,CONSUMER,USA,HOUSTON,TX,CENTRAL,OFF-EN-10001099,OFFICE SUPPLIES,ENVELOPES,STAPLE ENVELOPE,5.0856,25.0368
2021-10-03,2021-10-07,STANDARD CLASS,TP-21565,CORPORATE,USA,GRAND PRAIRIE,TX,CENTRAL,FUR-FU-10001756,FURNITURE,FURNISHINGS,"ELDON EXPRESSIONS DESK ACCESSORY, WOOD PHOTO FRAME, MAHOGANY",-29.512,76.16
2021-10-04,2021-10-08,STANDARD CLASS,DR-12940,HOME OFFICE,USA,PROVIDENCE,RI,EAST,OFF-BI-10000977,OFFICE SUPPLIES,BINDERS,IBICO PLASTIC SPIRAL BINDING COMBS,13.984,30.4
2021-10-04,2021-10-08,STANDARD CLASS,AH-10690,CORPORATE,USA,CORAL GABLES,FL,SOUTH,TEC-PH-10003095,TECHNOLOGY,PHONES,SAMSUNG HM1900 BLUETOOTH HEADSET,19.755,126.432
2021-10-04,2021-10-09,STANDARD CLASS,MS-17830,CONSUMER,USA,BALTIMORE,MD,EAST,FUR-TA-10002622,FURNITURE,TABLES,"BUSH ANDORA CONFERENCE TABLE, MAPLE/GRAPHITE GRAY FINISH",-23.9372,335.1208
2021-10-04,2021-10-04,SAME DAY,MO-17500,CONSUMER,USA,THE COLONY,TX,CENTRAL,OFF-EN-10003862,OFFICE SUPPLIES,ENVELOPES,LASER & INK JET BUSINESS ENVELOPES,19.4194,334.61120000000005
2021-10-06,2021-10-07,FIRST CLASS,LB-16795,HOME OFFICE,USA,PUEBLO,CO,WEST,OFF-BI-10002824,OFFICE SUPPLIES,BINDERS,RECYCLED EASEL RING BINDERS,-14.92,21.484800000000003
2021-10-06,2021-10-06,SAME DAY,JH-15910,CONSUMER,USA,TULSA,OK,CENTRAL,OFF-BI-10004654,OFFICE SUPPLIES,BINDERS,AVERY BINDING SYSTEM HIDDEN TAB EXECUTIVE STYLE INDEX SETS,14.425,144.25
2021-10-07,2021-10-09,FIRST CLASS,DL-13495,CORPORATE,USA,SPOKANE,WA,WEST,TEC-MA-10001972,TECHNOLOGY,MACHINES,OKIDATA C331DN PRINTER,62.82,2010.2400000000002
2021-10-07,2021-10-12,STANDARD CLASS,CC-12475,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10000143,OFFICE SUPPLIES,PAPER,ASTROPARCHE FINE BUSINESS PAPER,5.0688,21.12
2021-10-07,2021-10-11,STANDARD CLASS,MC-18100,CONSUMER,USA,MARYSVILLE,WA,WEST,OFF-FA-10001883,OFFICE SUPPLIES,FASTENERS,"ALLIANCE SUPER-SIZE BANDS, ASSORTED SIZES",0.9336,1120.32
2021-10-07,2021-10-10,FIRST CLASS,AW-10930,HOME OFFICE,USA,PHILADELPHIA,PA,EAST,OFF-LA-10000134,OFFICE SUPPLIES,LABELS,AVERY 511,1.7248,7.8848
2021-10-07,2021-10-13,STANDARD CLASS,TB-21250,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-BI-10004001,OFFICE SUPPLIES,BINDERS,GBC RECYCLED VELOBINDER COVERS,8.8608,43.6224
2021-10-08,2021-10-14,STANDARD CLASS,BW-11110,CORPORATE,USA,HOUSTON,TX,CENTRAL,FUR-FU-10004909,FURNITURE,FURNISHINGS,CONTEMPORARY WOOD/METAL FRAME,-32.32,165.47840000000002
2021-10-08,2021-10-15,STANDARD CLASS,PM-19135,HOME OFFICE,USA,SAN ANTONIO,TX,CENTRAL,OFF-LA-10004545,OFFICE SUPPLIES,LABELS,AVERY 50,20.2986,288.6912
2021-10-08,2021-10-08,SAME DAY,JE-15745,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10000167,OFFICE SUPPLIES,PAPER,XEROX 1925,27.882,123.92
2021-10-08,2021-10-13,STANDARD CLASS,DB-13615,CONSUMER,USA,CHARLOTTE,NC,SOUTH,OFF-ST-10000676,OFFICE SUPPLIES,STORAGE,FELLOWES ECONO/STOR DRAWERS,-67.851,1550.88
2021-10-09,2021-10-15,STANDARD CLASS,MP-17965,CORPORATE,USA,TROY,OH,EAST,TEC-PH-10004897,TECHNOLOGY,PHONES,MEDIABRIDGE SPORT ARMBAND IPHONE 5S,-15.5844,57.542399999999994
2021-10-09,2021-10-14,STANDARD CLASS,MZ-17335,HOME OFFICE,USA,PHOENIX,AZ,WEST,OFF-AR-10001315,OFFICE SUPPLIES,ART,NEWELL 310,0.1584,1.1264
2021-10-09,2021-10-11,SECOND CLASS,SP-20545,CORPORATE,USA,PHILADELPHIA,PA,EAST,FUR-FU-10004071,FURNITURE,FURNISHINGS,LUXO PROFESSIONAL MAGNIFYING CLAMP-ON FLUORESCENT LAMPS,-24.9624,1065.0624
2021-10-10,2021-10-14,STANDARD CLASS,EB-13975,CORPORATE,USA,GREENSBORO,NC,SOUTH,OFF-BI-10002557,OFFICE SUPPLIES,BINDERS,PRESSTEX FLEXIBLE RING BINDERS,-2.73,3.6855000000000007
2021-10-10,2021-10-12,FIRST CLASS,WB-21850,CONSUMER,USA,LA PORTE,TX,CENTRAL,FUR-FU-10004963,FURNITURE,FURNISHINGS,"ELDON 400 CLASS DESK ACCESSORIES, BLACK CARBON",-6.3,22.400000000000002
2021-10-10,2021-10-12,FIRST CLASS,CC-12610,CORPORATE,USA,DENVER,CO,WEST,FUR-BO-10001567,FURNITURE,BOOKCASES,"BUSH WESTFIELD COLLECTION BOOKCASES, DARK CHERRY FINISH, FULLY ASSEMBLED",-190.8522,81.79380000000002
2021-10-11,2021-10-15,STANDARD CLASS,EP-13915,CONSUMER,USA,CHICAGO,IL,CENTRAL,OFF-AR-10001446,OFFICE SUPPLIES,ART,NEWELL 309,3.465,66.528
2021-10-13,2021-10-19,STANDARD CLASS,LC-16885,CONSUMER,USA,ROSEVILLE,CA,WEST,FUR-FU-10001706,FURNITURE,FURNISHINGS,LONGER-LIFE SOFT WHITE BULBS,20.6976,603.68
2021-10-13,2021-10-19,STANDARD CLASS,HA-14920,CONSUMER,USA,LAREDO,TX,CENTRAL,OFF-PA-10000551,OFFICE SUPPLIES,PAPER,ARRAY MEMO CUBES,3.0044,13.260800000000001
2021-10-13,2021-10-20,STANDARD CLASS,BW-11110,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-FU-10003535,FURNITURE,FURNISHINGS,HOWARD MILLER DISTANT TIME TRAVELER ALARM CLOCK,33.7266,246.78000000000003
2021-10-13,2021-10-17,STANDARD CLASS,NC-18625,CORPORATE,USA,AURORA,CO,WEST,FUR-FU-10001617,FURNITURE,FURNISHINGS,"EXECUTIVE IMPRESSIONS 8-1/2"" CAREER PANEL/PARTITION CUBICLE CLOCK",4.368,59.903999999999996
2021-10-14,2021-10-19,STANDARD CLASS,BE-11410,CONSUMER,USA,APPLETON,WI,CENTRAL,TEC-AC-10003033,TECHNOLOGY,ACCESSORIES,PLANTRONICS CS510 - OVER-THE-HEAD MONAURAL WIRELESS HEADSET SYSTEM,544.4175,8248.75
2021-10-14,2021-10-18,STANDARD CLASS,PW-19030,CORPORATE,USA,NEW YORK CITY,NY,EAST,TEC-PH-10004094,TECHNOLOGY,PHONES,MOTOROLA L703CM,272.9825,7643.51
2021-10-14,2021-10-20,STANDARD CLASS,NC-18415,CONSUMER,USA,JACKSONVILLE,NC,SOUTH,OFF-PA-10002319,OFFICE SUPPLIES,PAPER,XEROX 1944,33.7212,223.25760000000002
2021-10-14,2021-10-18,STANDARD CLASS,CP-12340,CORPORATE,USA,SEATTLE,WA,WEST,TEC-AC-10000865,TECHNOLOGY,ACCESSORIES,WD MY PASSPORT ULTRA 500GB PORTABLE EXTERNAL HARD DRIVE,30.09,531.0
2021-10-15,2021-10-21,STANDARD CLASS,CD-12790,HOME OFFICE,USA,OKLAHOMA CITY,OK,CENTRAL,OFF-LA-10004559,OFFICE SUPPLIES,LABELS,AVERY 49,9.8784,141.12
2021-10-15,2021-10-20,STANDARD CLASS,QJ-19255,CORPORATE,USA,SPRINGFIELD,VA,SOUTH,OFF-EN-10002312,OFFICE SUPPLIES,ENVELOPES,#10 SELF-SEAL WHITE ENVELOPES,32.6046,399.24
2021-10-15,2021-10-21,STANDARD CLASS,PB-18805,HOME OFFICE,USA,SALT LAKE CITY,UT,WEST,OFF-PA-10001509,OFFICE SUPPLIES,PAPER,"RECYCLED DESK SAVER LINE ""WHILE YOU WERE OUT"" BOOK, 5 1/2"" X 4""",32.936,572.8
2021-10-16,2021-10-20,STANDARD CLASS,NB-18655,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-TA-10001539,FURNITURE,TABLES,CHROMCRAFT RECTANGULAR CONFERENCE TABLES,-37.9152,85.30919999999999
2021-10-17,2021-10-20,FIRST CLASS,NR-18550,CONSUMER,USA,PERTH AMBOY,NJ,EAST,OFF-BI-10004584,OFFICE SUPPLIES,BINDERS,GBC PROCLICK 150 PRESENTATION BINDING SYSTEM,148.5106,315.98
2021-10-17,2021-10-20,FIRST CLASS,NK-18490,HOME OFFICE,USA,SAN FRANCISCO,CA,WEST,OFF-BI-10003981,OFFICE SUPPLIES,BINDERS,"AVERY DURABLE PLASTIC 1"" BINDERS",6.583,72.64
2021-10-17,2021-10-21,SECOND CLASS,FC-14245,HOME OFFICE,USA,COLUMBIA,MO,CENTRAL,OFF-AP-10003057,OFFICE SUPPLIES,APPLIANCES,HONEYWELL ENVIRACAIRE PORTABLE HEPA AIR CLEANER FOR 16' X 20' ROOM,751.7601,13493.13
2021-10-17,2021-10-21,STANDARD CLASS,MG-17890,HOME OFFICE,USA,FRESNO,CA,WEST,FUR-BO-10003894,FURNITURE,BOOKCASES,"SAFCO VALUE MATE STEEL BOOKCASE, BAKED ENAMEL FINISH ON STEEL, BLACK",21.294,205.13219999999998
2021-10-18,2021-10-22,STANDARD CLASS,EP-13915,CONSUMER,USA,TEMPE,AZ,WEST,FUR-CH-10003396,FURNITURE,CHAIRS,GLOBAL DELUXE STENO CHAIR,-34.641,1231.6800000000003
2021-10-20,2021-10-24,SECOND CLASS,CM-12445,CONSUMER,USA,HOUSTON,TX,CENTRAL,OFF-FA-10003112,OFFICE SUPPLIES,FASTENERS,STAPLES,7.89,80.79360000000001
2021-10-20,2021-10-26,STANDARD CLASS,LC-16960,HOME OFFICE,USA,ARLINGTON,VA,SOUTH,FUR-FU-10000246,FURNITURE,FURNISHINGS,ALUMINUM DOCUMENT FRAME,18.33,305.5
2021-10-20,2021-10-26,STANDARD CLASS,JS-16030,CONSUMER,USA,TRENTON,MI,CENTRAL,OFF-ST-10000617,OFFICE SUPPLIES,STORAGE,WOODGRAIN MAGAZINE FILES BY PERMA,1.4602,146.01999999999998
2021-10-20,2021-10-25,STANDARD CLASS,MY-18295,CORPORATE,USA,EL CAJON,CA,WEST,FUR-CH-10001802,FURNITURE,CHAIRS,HON EVERY-DAY CHAIR SERIES SWIVEL TASK CHAIRS,4.8392,1238.8352000000002
2021-10-20,2021-10-23,FIRST CLASS,LF-17185,CONSUMER,USA,NEWARK,OH,EAST,OFF-AR-10002053,OFFICE SUPPLIES,ART,"PREMIUM WRITING PENCILS, SOFT, #2 BY CENTRAL ASSOCIATION FOR THE BLIND",0.7152,17.1648
2021-10-20,2021-10-22,FIRST CLASS,AG-10495,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-BI-10004209,OFFICE SUPPLIES,BINDERS,"FELLOWES TWISTER KIT, GRAY/CLEAR, 3/PKG",6.03,46.3104
2021-10-21,2021-10-26,STANDARD CLASS,MY-18295,CORPORATE,USA,NEWARK,DE,EAST,OFF-BI-10002813,OFFICE SUPPLIES,BINDERS,AVERY REINFORCEMENTS FOR HOLE-PUNCH PAGES,3.564,31.68
2021-10-21,2021-10-27,STANDARD CLASS,SV-20935,CONSUMER,USA,COLUMBUS,OH,EAST,TEC-PH-10001305,TECHNOLOGY,PHONES,PANASONIC KX TS208W CORDED PHONE,-47.0304,1128.7296
2021-10-21,2021-10-26,STANDARD CLASS,VW-21775,CORPORATE,USA,LAKEWOOD,OH,EAST,FUR-TA-10003238,FURNITURE,TABLES,"CHROMCRAFT BULL-NOSE WOOD 48"" X 96"" RECTANGULAR CONFERENCE TABLES",-231.4116,793.4112
2021-10-21,2021-10-25,STANDARD CLASS,JE-15745,CONSUMER,USA,SAN DIEGO,CA,WEST,OFF-ST-10004804,OFFICE SUPPLIES,STORAGE,"BELKIN 19"" VENTED EQUIPMENT SHELF, BLACK",1.5444,463.32
2021-10-21,2021-10-22,FIRST CLASS,CM-12160,CONSUMER,USA,BALTIMORE,MD,EAST,TEC-AC-10004510,TECHNOLOGY,ACCESSORIES,LOGITECH DESKTOP MK120 MOUSE AND KEYBOARD COMBO,9.816,588.96
2021-10-21,2021-10-26,STANDARD CLASS,AP-10720,HOME OFFICE,USA,FORT LAUDERDALE,FL,SOUTH,FUR-FU-10002878,FURNITURE,FURNISHINGS,"SETH THOMAS 14"" DAY/DATE WALL CLOCK",9.6832,72.9088
2021-10-21,2021-10-21,SAME DAY,MK-17905,CORPORATE,USA,MANCHESTER,CT,EAST,OFF-SU-10001225,OFFICE SUPPLIES,SUPPLIES,STAPLE REMOVER,0.1472,14.72
2021-10-21,2021-10-24,SECOND CLASS,GW-14605,CONSUMER,USA,JACKSON,TN,SOUTH,OFF-ST-10004950,OFFICE SUPPLIES,STORAGE,"TENEX PERSONAL FILING TOTE WITH SECURE CLOSURE LID, BLACK/FROST",6.9795,804.0384
2021-10-21,2021-10-26,SECOND CLASS,DP-13390,HOME OFFICE,USA,NORTH LAS VEGAS,NV,WEST,OFF-BI-10001120,OFFICE SUPPLIES,BINDERS,IBICO EPK-21 ELECTRIC BINDING SYSTEM,1644.2913,10886.342400000001
2021-10-21,2021-10-27,STANDARD CLASS,NM-18520,CONSUMER,USA,RIVERSIDE,CA,WEST,OFF-PA-10001892,OFFICE SUPPLIES,PAPER,"REDIFORM WIREBOUND ""PHONE MEMO"" MESSAGE BOOK, 11 X 5-3/4",11.2308,68.76
2021-10-21,2021-10-27,STANDARD CLASS,CS-11950,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-AR-10000390,OFFICE SUPPLIES,ART,NEWELL CHALK HOLDER,5.6994,37.17
