ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,SEGMENT,COUNTRY,CITY,STATE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PROFIT,NET_SALES,PROFIT_SCALED,NET_SALES_SCALED
2021-06-30,2021-07-03,SECOND CLASS,AH-10120,HOME OFFICE,USA,AURORA,IL,CENTRAL,TEC-AC-10003038,TECHNOLOGY,ACCESSORIES,KINGSTON DIGITAL DATATRAVELER 16GB USB 2.0,-0.6265,280.67199999999997,-0.14220470456959028,-0.20674759845355117
2021-07-01,2021-07-01,SAME DAY,JF-15355,CONSUMER,USA,COLUMBIA,SC,SOUTH,OFF-BI-10003364,OFFICE SUPPLIES,BINDERS,BINDING MACHINE SUPPLIES,28.0032,116.68,-0.016733324302106046,-0.2537176589207417
2021-07-01,2021-07-01,SAME DAY,SU-20665,HOME OFFICE,USA,NEW YORK CITY,NY,EAST,TEC-AC-10001635,TECHNOLOGY,ACCESSORIES,KEYTRONIC KT400U2 - KEYBOARD - BLACK,6.168,92.52,-0.11242740011905739,-0.26063748830807354
2021-07-02,2021-07-07,SECOND CLASS,GB-14530,CORPORATE,USA,LOS ANGELES,CA,WEST,FUR-CH-10002126,FURNITURE,CHAIRS,HON DELUXE FABRIC UPHOLSTERED STACKING CHAIRS,19.5184,156.1472,-0.053918470052622125,-0.24241359060966128
2021-07-03,2021-07-03,SAME DAY,FM-14215,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-PA-10000167,OFFICE SUPPLIES,PAPER,XEROX 1925,38.725,495.68000000000006,0.030255608343081043,-0.1451656995747662
2021-07-03,2021-07-06,FIRST CLASS,GT-14755,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-PA-10000552,OFFICE SUPPLIES,PAPER,XEROX 200,6.2208,25.92,-0.11219600094693462,-0.27971284580792044
2021-07-04,2021-07-04,SAME DAY,RB-19465,HOME OFFICE,USA,SEATTLE,WA,WEST,TEC-PH-10001198,TECHNOLOGY,PHONES,AVAYA 4621SW VOIP PHONE,19.9665,425.952,-0.05195464488163327,-0.1651369687601915
2021-07-07,2021-07-11,SECOND CLASS,BF-11020,CORPORATE,USA,AURORA,IL,CENTRAL,OFF-PA-10001609,OFFICE SUPPLIES,PAPER,TOPS WIREBOUND MESSAGE LOG BOOKS,7.6986,170.5536,-0.10571945366354402,-0.2382873559206854
2021-07-07,2021-07-13,STANDARD CLASS,MJ-17740,CONSUMER,USA,OREM,UT,WEST,OFF-AR-10004602,OFFICE SUPPLIES,ART,BOSTON KS MULTI-SIZE MANUAL PENCIL SHARPENER,12.8744,91.96,-0.0830361992114036,-0.26079788170446866
2021-07-07,2021-07-12,STANDARD CLASS,SC-20695,CORPORATE,USA,HIALEAH,FL,SOUTH,OFF-SU-10004664,OFFICE SUPPLIES,SUPPLIES,ACME SOFTGRIP SCISSORS,5.1282,255.27040000000002,-0.11698438608824778,-0.2140230429140333
2021-07-07,2021-07-09,SECOND CLASS,CC-12370,CONSUMER,USA,LOS ANGELES,CA,WEST,FUR-CH-10003061,FURNITURE,CHAIRS,"GLOBAL LEATHER TASK CHAIR, BLACK",-3.5996,921.4976000000001,-0.15523449393773794,-0.023204394023312706
2021-07-08,2021-07-14,STANDARD CLASS,CC-12220,CONSUMER,USA,SEATTLE,WA,WEST,TEC-PH-10001580,TECHNOLOGY,PHONES,LOGITECH MOBILE SPEAKERPHONE P710E - SPEAKER PHONE,9.4486,86.3872,-0.09804997352689927,-0.2623940251320234
2021-07-08,2021-07-12,STANDARD CLASS,TH-21115,CORPORATE,USA,PROVIDENCE,RI,EAST,OFF-PA-10000289,OFFICE SUPPLIES,PAPER,XEROX 213,6.2208,25.92,-0.11219600094693462,-0.27971284580792044
2021-07-09,2021-07-13,STANDARD CLASS,JD-15895,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-FU-10000723,FURNITURE,FURNISHINGS,"DEFLECT-O ECONOMAT STUDDED, NO BEVEL MAT FOR LOW PILE CARPETING",14.8752,661.12,-0.07426757300717572,-0.09778090761118259
2021-07-10,2021-07-16,STANDARD CLASS,AA-10375,CONSUMER,USA,MESA,AZ,WEST,OFF-ST-10001325,OFFICE SUPPLIES,STORAGE,STERILITE OFFICEWARE HINGED FILE BOX,1.4672,26.8288,-0.13302893853410852,-0.2794525502389135
2021-07-10,2021-07-14,STANDARD CLASS,LH-17155,CONSUMER,USA,DALLAS,TX,CENTRAL,OFF-AR-10002135,OFFICE SUPPLIES,ART,BOSTON HEAVY-DUTY TRIMLINE ELECTRIC PENCIL SHARPENERS,17.352,493.56800000000004,-0.06341284820578048,-0.14577061181259918
2021-07-12,2021-07-19,STANDARD CLASS,KH-16690,CORPORATE,USA,LOS ANGELES,CA,WEST,TEC-PH-10000149,TECHNOLOGY,PHONES,CISCO SPA525G2 IP PHONE - WIRELESS,7.182,459.6480000000001,-0.10798348419988153,-0.15548586896567435
2021-07-14,2021-07-18,SECOND CLASS,SW-20755,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-AR-10004999,OFFICE SUPPLIES,ART,NEWELL 315,10.465,293.02,-0.09359553946353603,-0.203210924063039
2021-07-14,2021-07-18,SECOND CLASS,RE-19450,CONSUMER,USA,AUBURN,NY,EAST,OFF-FA-10000936,OFFICE SUPPLIES,FASTENERS,ACCO HOT CLIPS CLIPS TO GO,13.3245,266.49,-0.08106360892025856,-0.2108095612172573
2021-07-14,2021-07-19,STANDARD CLASS,AR-10570,CONSUMER,USA,COLUMBUS,GA,SOUTH,FUR-FU-10004848,FURNITURE,FURNISHINGS,"HOWARD MILLER 13-3/4"" DIAMETER BRUSHED CHROME ROUND WALL CLOCK",15.525,51.75,-0.07141978546843757,-0.27231470039919603
2021-07-14,2021-07-18,STANDARD CLASS,RB-19360,CONSUMER,USA,SAN FRANCISCO,CA,WEST,TEC-PH-10004093,TECHNOLOGY,PHONES,PANASONIC KX-TS550,12.4173,264.90240000000006,-0.08503946742309518,-0.2112642764960374
2021-07-14,2021-07-14,SAME DAY,RH-19600,CONSUMER,USA,HUNTSVILLE,AL,SOUTH,TEC-AC-10002345,TECHNOLOGY,ACCESSORIES,HP STANDARD 104 KEY PS/2 KEYBOARD,7.25,58.0,-0.10768547011457191,-0.2705245955287149
2021-07-14,2021-07-18,STANDARD CLASS,DR-12880,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-BI-10004094,OFFICE SUPPLIES,BINDERS,GBC STANDARD PLASTIC BINDING SYSTEMS COMBS,5.133,22.656000000000002,-0.11696334979987298,-0.2806477101754805
2021-07-15,2021-07-21,STANDARD CLASS,RH-19510,HOME OFFICE,USA,PROVO,UT,WEST,OFF-SU-10000952,OFFICE SUPPLIES,SUPPLIES,FISKARS HOME & OFFICE SCISSORS,12.432,222.0,-0.08497504378994737,-0.22355224372729016
2021-07-15,2021-07-20,STANDARD CLASS,MC-17425,CORPORATE,USA,PORTLAND,OR,WEST,FUR-CH-10004886,FURNITURE,CHAIRS,BEVIS STEEL FOLDING CHAIRS,23.028,552.672,-0.03853743720258309,-0.12884223449021254
2021-07-16,2021-07-20,SECOND CLASS,JD-15895,CORPORATE,USA,COLUMBIA,SC,SOUTH,OFF-BI-10004728,OFFICE SUPPLIES,BINDERS,WILSON JONES TURN TABS BINDER TOOL FOR RING BINDERS,11.086,120.5,-0.09087396965504667,-0.25262354682390364
2021-07-16,2021-07-22,STANDARD CLASS,AM-10360,CORPORATE,USA,GRAND PRAIRIE,TX,CENTRAL,OFF-PA-10001950,OFFICE SUPPLIES,PAPER,SOUTHWORTH 25% COTTON ANTIQUE LAID PAPER & ENVELOPES,6.255,48.038399999999996,-0.1120461173922642,-0.2733777649171605
2021-07-17,2021-07-21,STANDARD CLASS,MC-17590,CORPORATE,USA,PERTH AMBOY,NJ,EAST,OFF-AP-10004487,OFFICE SUPPLIES,APPLIANCES,KENSINGTON 4 OUTLET MASTERPIECE COMPACT POWER CONTROL CENTER,45.5392,325.28,0.060119249227152165,-0.19397111876356363
2021-07-17,2021-07-22,STANDARD CLASS,AT-10735,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-AP-10002892,OFFICE SUPPLIES,APPLIANCES,BELKIN F5C206VTEL 6 OUTLET SURGE,13.788,91.92,-0.07903229232406722,-0.26080933837563974
2021-07-17,2021-07-22,STANDARD CLASS,AA-10480,CONSUMER,USA,SPRINGFIELD,MO,CENTRAL,OFF-ST-10000078,OFFICE SUPPLIES,STORAGE,TENNSCO 6- AND 18-COMPARTMENT LOCKERS,47.7306,265.17,0.0697231913822626,-0.2111876313659029
2021-07-17,2021-07-22,SECOND CLASS,DK-13375,CONSUMER,USA,SEATTLE,WA,WEST,FUR-FU-10004164,FURNITURE,FURNISHINGS,"ELDON 300 CLASS DESK ACCESSORIES, BLACK",10.89,123.75,-0.09173295143035089,-0.25169269229125346
2021-07-17,2021-07-22,STANDARD CLASS,RA-19885,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-ST-10003479,OFFICE SUPPLIES,STORAGE,"ELDON BASE FOR STACKABLE STORAGE SHELF, PLATINUM",3.894,155.76,-0.12239334173661744,-0.2425244911865973
2021-07-18,2021-07-23,STANDARD CLASS,KH-16330,CORPORATE,USA,BOWLING GREEN,KY,SOUTH,FUR-CH-10000988,FURNITURE,CHAIRS,HON OLSON STACKER STOOLS,39.4268,140.81,0.03333128900587948,-0.24680642203678815
2021-07-18,2021-07-23,STANDARD CLASS,JP-15460,CORPORATE,USA,GLENDALE,AZ,WEST,OFF-SU-10004782,OFFICE SUPPLIES,SUPPLIES,"ELITE 5"" SCISSORS",4.225,135.20000000000002,-0.12094271435077208,-0.248413220168532
2021-07-18,2021-07-22,STANDARD CLASS,NK-18490,HOME OFFICE,USA,PHILADELPHIA,PA,EAST,OFF-AR-10001545,OFFICE SUPPLIES,ART,NEWELL 326,1.2672,72.0896,-0.13390545054972508,-0.26648909767541396
2021-07-18,2021-07-22,STANDARD CLASS,NP-18670,CONSUMER,USA,PHOENIX,AZ,WEST,TEC-PH-10001924,TECHNOLOGY,PHONES,IHOME FM CLOCK RADIO WITH LIGHTNING DOCK,3.4995,44.7936,-0.12412226168742106,-0.2743071300825584
2021-07-18,2021-07-23,SECOND CLASS,SV-20935,CONSUMER,USA,DALLAS,TX,CENTRAL,TEC-AC-10000487,TECHNOLOGY,ACCESSORIES,SANDISK CRUZER 4 GB USB FLASH DRIVE,3.3099,37.382400000000004,-0.12495319507822555,-0.27642982211713596
2021-07-20,2021-07-23,SECOND CLASS,PJ-19015,CONSUMER,USA,LONG BEACH,NY,EAST,TEC-PH-10003589,TECHNOLOGY,PHONES,INVISIBLESHIELD BY ZAGG SMUDGE-FREE SCREEN PROTECTOR,43.176,449.75,0.04976238325062714,-0.1583208222469579
2021-07-22,2021-07-29,STANDARD CLASS,KN-16705,HOME OFFICE,USA,SPARKS,NV,WEST,OFF-SU-10004261,OFFICE SUPPLIES,SUPPLIES,"FISKARS 8"" SCISSORS, 2/PACK",24.998,431.0,-0.029903793848760164,-0.16369113685840128
2021-07-22,2021-07-26,STANDARD CLASS,DK-13375,CONSUMER,USA,WESTLAND,MI,CENTRAL,OFF-PA-10002262,OFFICE SUPPLIES,PAPER,XEROX 192,15.552,162.0,-0.07130145634632934,-0.24073725048390895
2021-07-22,2021-07-26,STANDARD CLASS,MF-17665,CORPORATE,USA,COLUMBIA,MD,EAST,OFF-AP-10002350,OFFICE SUPPLIES,APPLIANCES,BELKIN F9H710-06 7 OUTLET SURGEMASTER SURGE PROTECTOR,10.5504,75.36,-0.09322126883286777,-0.2655524002404665
2021-07-23,2021-07-26,FIRST CLASS,IL-15100,CONSUMER,USA,HOUSTON,TX,CENTRAL,TEC-PH-10004100,TECHNOLOGY,PHONES,GRIFFIN GC17055 AUXILIARY AUDIO CABLE,11.5136,736.8704,-0.08899998696565851,-0.07608472201423962
2021-07-24,2021-07-26,SECOND CLASS,DB-12970,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-CH-10001708,FURNITURE,CHAIRS,OFFICE STAR - CONTEMPORARY SWIVEL CHAIR WITH PADDED ADJUSTABLE ARMS AND FLEX BACK,31.0156,456.77520000000004,-0.0035313003228897256,-0.15630868708918125
2021-07-24,2021-07-25,FIRST CLASS,JG-15160,CONSUMER,USA,LAFAYETTE,LA,SOUTH,OFF-AR-10004456,OFFICE SUPPLIES,ART,PANASONIC KP-4ABK BATTERY-OPERATED PENCIL SHARPENER,21.228,366.0,-0.04642604534313194,-0.182308227511405
2021-07-25,2021-07-31,STANDARD CLASS,SC-20095,CONSUMER,USA,COSTA MESA,CA,WEST,FUR-CH-10002602,FURNITURE,CHAIRS,DMI ARTURO COLLECTION MISSION-STYLE DESIGN WOOD CHAIR,18.1176,386.50880000000006,-0.060057560210000374,-0.17643416306856924
2021-07-25,2021-07-25,SAME DAY,BC-11125,HOME OFFICE,USA,SAN FRANCISCO,CA,WEST,OFF-AR-10001419,OFFICE SUPPLIES,ART,NEWELL 325,11.151,334.53000000000003,-0.0905891032499713,-0.19132176355525154
2021-07-25,2021-07-29,STANDARD CLASS,RR-19525,CORPORATE,USA,TOLEDO,OH,EAST,OFF-AP-10000026,OFFICE SUPPLIES,APPLIANCES,TRIPP LITE ISOTEL 6 OUTLET SURGE PROTECTOR WITH FAX/MODEM PROTECTION,27.4365,975.5200000000001,-0.019216921098355516,-0.007731472206499983
2021-07-25,2021-07-28,SECOND CLASS,SH-19975,CORPORATE,USA,MILWAUKEE,WI,CENTRAL,FUR-FU-10001756,FURNITURE,FURNISHINGS,"ELDON EXPRESSIONS DESK ACCESSORY, WOOD PHOTO FRAME, MAHOGANY",27.608,476.0,-0.018465312044964325,-0.15080238179093716
2021-07-25,2021-07-27,SECOND CLASS,LB-16735,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-FA-10000624,OFFICE SUPPLIES,FASTENERS,OIC BINDER CLIPS,10.74,128.88,-0.09239033544206329,-0.25022337421356255
2021-07-25,2021-07-29,STANDARD CLASS,KH-16630,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-LA-10004345,OFFICE SUPPLIES,LABELS,AVERY 493,5.6956,50.278400000000005,-0.11449772149994367,-0.27273619133158
2021-07-28,2021-08-03,STANDARD CLASS,SC-20680,HOME OFFICE,USA,HOLLAND,MI,CENTRAL,OFF-FA-10000735,OFFICE SUPPLIES,FASTENERS,STAPLES,9.198,143.08,-0.09914824308246681,-0.24615625594782942
2021-07-28,2021-08-03,STANDARD CLASS,KM-16660,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-LA-10000305,OFFICE SUPPLIES,LABELS,AVERY 495,8.694,56.699999999999996,-0.10135705336182049,-0.27089693734177495
2021-07-30,2021-08-04,STANDARD CLASS,KH-16360,CONSUMER,USA,CHICAGO,IL,CENTRAL,OFF-LA-10003663,OFFICE SUPPLIES,LABELS,AVERY 498,3.1212,29.5936,-0.12578018416495976,-0.2786606651275685
2021-07-31,2021-08-06,STANDARD CLASS,KL-16645,CONSUMER,USA,DETROIT,MI,CENTRAL,FUR-FU-10002918,FURNITURE,FURNISHINGS,ELDON CLUSTERMAT CHAIR MAT WITH CORDLESS ANTISTATIC PROTECTION,30.0234,818.8199999999999,-0.007879676432363382,-0.05261298151920283
2021-08-01,2021-08-05,SECOND CLASS,SG-20890,CORPORATE,USA,AMARILLO,TX,CENTRAL,OFF-PA-10000249,OFFICE SUPPLIES,PAPER,EASY-STAPLE PAPER,6.6312,31.4368,-0.11039739829088949,-0.2781327417200052
2021-08-01,2021-08-03,SECOND CLASS,KM-16660,CONSUMER,USA,PHILADELPHIA,PA,EAST,FUR-FU-10004864,FURNITURE,FURNISHINGS,ELDON 500 CLASS DESK ACCESSORIES,3.1382,30.899200000000004,-0.12570568064363236,-0.2782867193805445
2021-08-02,2021-08-04,SECOND CLASS,BF-11020,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-BI-10000285,OFFICE SUPPLIES,BINDERS,XTRALIFE CLEARVUE SLANT-D RING BINDERS BY CARDINAL,4.704,20.070400000000003,-0.11884346807337046,-0.2813882693999791
2021-08-03,2021-08-05,SECOND CLASS,AG-10330,CONSUMER,USA,TULSA,OK,CENTRAL,OFF-EN-10002504,OFFICE SUPPLIES,ENVELOPES,"TYVEK  TOP-OPENING PEEL & SEEL ENVELOPES, PLAIN WHITE",38.3238,244.62,0.02849732523975425,-0.21707349618004484
2021-08-04,2021-08-06,SECOND CLASS,LC-16930,CORPORATE,USA,SACRAMENTO,CA,WEST,OFF-BI-10003291,OFFICE SUPPLIES,BINDERS,WILSON JONES LEATHER-LIKE BINDERS WITH DUBLLOCK ROUND RINGS,7.0713,50.28480000000001,-0.10846863360052528,-0.2727343582641927
2021-08-04,2021-08-08,STANDARD CLASS,ML-17755,HOME OFFICE,USA,SUFFOLK,VA,SOUTH,OFF-SU-10002573,OFFICE SUPPLIES,SUPPLIES,"ACME 10"" EASY GRIP ASSISTIVE SCISSORS",10.518,70.12,-0.09336326377939765,-0.2670532241638779
2021-08-06,2021-08-13,STANDARD CLASS,VG-21790,CONSUMER,USA,LOS ANGELES,CA,WEST,TEC-PH-10001700,TECHNOLOGY,PHONES,PANASONIC KX-TG6844B EXPANDABLE DIGITAL CORDLESS TELEPHONE,18.4772,675.7376,-0.05848159160592183,-0.09359418169842339
2021-08-06,2021-08-11,STANDARD CLASS,LM-17065,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-AR-10002399,OFFICE SUPPLIES,ART,"DIXON PRANG WATERCOLOR PENCILS, 10-COLOR SET WITH BRUSH",15.7194,345.06000000000006,-0.0705678157892583,-0.18830579486946494
2021-08-06,2021-08-07,FIRST CLASS,AH-10690,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-PA-10000474,OFFICE SUPPLIES,PAPER,EASY-STAPLE PAPER,33.3136,141.76,0.0065398227365443245,-0.24653432609647505
2021-08-08,2021-08-14,STANDARD CLASS,CC-12145,CONSUMER,USA,OKLAHOMA CITY,OK,CENTRAL,OFF-PA-10003270,OFFICE SUPPLIES,PAPER,XEROX 1954,4.752,21.12,-0.1186331051896225,-0.2810876463484499
2021-08-08,2021-08-15,STANDARD CLASS,CA-12055,HOME OFFICE,USA,LOS ANGELES,CA,WEST,OFF-BI-10002160,OFFICE SUPPLIES,BINDERS,ACCO HANGING DATA BINDERS,5.334,60.96000000000001,-0.11608245522417836,-0.269676801862055
2021-08-08,2021-08-10,SECOND CLASS,JF-15565,CONSUMER,USA,DALLAS,TX,CENTRAL,OFF-PA-10001994,OFFICE SUPPLIES,PAPER,"INK JET NOTE AND GREETING CARDS, 8-1/2"" X 5-1/2"" CARD SIZE",17.5344,129.4848,-0.06261346924753819,-0.25005014934545583
2021-08-08,2021-08-13,STANDARD CLASS,CM-12655,HOME OFFICE,USA,JACKSON,MS,SOUTH,OFF-FA-10001883,OFFICE SUPPLIES,FASTENERS,"ALLIANCE SUPER-SIZE BANDS, ASSORTED SIZES",0.2334,70.02,-0.13843614115844696,-0.2670818658418056
2021-08-09,2021-08-12,FIRST CLASS,HA-14920,CONSUMER,USA,FAYETTEVILLE,NC,SOUTH,OFF-PA-10000130,OFFICE SUPPLIES,PAPER,XEROX 199,9.63,221.8752,-0.09725497712873508,-0.2235879885413439
2021-08-11,2021-08-16,STANDARD CLASS,MT-18070,HOME OFFICE,USA,TULSA,OK,CENTRAL,OFF-BI-10003305,OFFICE SUPPLIES,BINDERS,AVERY HANGING FILE BINDERS,19.2556,293.02,-0.05507020684114226,-0.203210924063039
2021-08-12,2021-08-14,SECOND CLASS,DB-13270,HOME OFFICE,USA,PHILADELPHIA,PA,EAST,OFF-AR-10000914,OFFICE SUPPLIES,ART,BOSTON 16765 MINI STAND UP BATTERY PENCIL SHARPENER,2.7984,119.3984,-0.12719487455816486,-0.25293906354795515
2021-08-13,2021-08-13,SAME DAY,HG-15025,CONSUMER,USA,KENNER,LA,SOUTH,OFF-AP-10002222,OFFICE SUPPLIES,APPLIANCES,STAPLE HOLDER,4.6818,34.68,-0.1189407609071039,-0.2772038348214541
2021-08-13,2021-08-18,SECOND CLASS,TS-21160,CORPORATE,USA,WEST ALLIS,WI,CENTRAL,OFF-BI-10003529,OFFICE SUPPLIES,BINDERS,AVERY ROUND RING POLY BINDERS,4.1748,25.56,-0.12116271886669182,-0.27981595584846014
2021-08-13,2021-08-16,FIRST CLASS,RF-19840,CONSUMER,USA,SPRINGFIELD,VA,SOUTH,OFF-LA-10003923,OFFICE SUPPLIES,LABELS,ALPHABETICAL LABELS FOR TOP TAB FILING,51.8,725.1999999999999,0.08755758136401232,-0.07942732039511372
2021-08-14,2021-08-16,FIRST CLASS,TR-21325,CONSUMER,USA,NASHVILLE,TN,SOUTH,OFF-PA-10000552,OFFICE SUPPLIES,PAPER,XEROX 200,5.4432,37.3248,-0.11560387966365172,-0.2764463197236223
2021-08-14,2021-08-18,STANDARD CLASS,JM-15580,CONSUMER,USA,LOS ANGELES,CA,WEST,TEC-MA-10000423,TECHNOLOGY,MACHINES,TEXAS INSTRUMENTS TI-34 SCIENTIFIC CALCULATOR,35.6238,506.6496,0.016664413028930982,-0.14202382207280942
2021-08-15,2021-08-22,STANDARD CLASS,BD-11320,CONSUMER,USA,LOS ANGELES,CA,WEST,TEC-PH-10004614,TECHNOLOGY,PHONES,AT&T 841000 PHONE,10.35,397.44,-0.09409953387251556,-0.17330328397093675
2021-08-15,2021-08-17,SECOND CLASS,CC-12370,CONSUMER,USA,FAYETTEVILLE,NC,SOUTH,FUR-CH-10000988,FURNITURE,CHAIRS,HON OLSON STACKER STOOLS,22.5296,360.47360000000003,-0.04072170514549951,-0.1838910812004013
2021-08-16,2021-08-20,STANDARD CLASS,PK-19075,CONSUMER,USA,SAN FRANCISCO,CA,WEST,OFF-EN-10004030,OFFICE SUPPLIES,ENVELOPES,CONVENIENCE PACKS OF BUSINESS ENVELOPES,5.1042,32.58,-0.11708956753012177,-0.27780531005793574
2021-08-16,2021-08-22,STANDARD CLASS,JP-15520,CONSUMER,USA,DAVIS,CA,WEST,OFF-PA-10000019,OFFICE SUPPLIES,PAPER,XEROX 1931,15.552,162.0,-0.07130145634632934,-0.24073725048390895
2021-08-16,2021-08-19,FIRST CLASS,AO-10810,CORPORATE,USA,LOS ANGELES,CA,WEST,FUR-TA-10004152,FURNITURE,TABLES,"BARRICKS 18"" X 48"" NON-FOLDING UTILITY TABLE WITH BOTTOM STORAGE SHELF",12.096,258.048,-0.08644758397618316,-0.21322749166791355
2021-08-17,2021-08-21,STANDARD CLASS,NM-18520,CONSUMER,USA,SEATTLE,WA,WEST,OFF-BI-10003712,OFFICE SUPPLIES,BINDERS,"ACCO PRESSBOARD COVERS WITH STORAGE HOOKS, 14 7/8"" X 11"", LIGHT BLUE",5.6956,50.278400000000005,-0.11449772149994367,-0.27273619133158
2021-08-18,2021-08-24,STANDARD CLASS,GG-14650,CORPORATE,USA,NEW YORK CITY,NY,EAST,TEC-PH-10000439,TECHNOLOGY,PHONES,GE DSL PHONE LINE FILTER,11.5971,39.99,-0.0886340431991386,-0.2756829617234933
2021-08-18,2021-08-20,FIRST CLASS,NF-18385,CONSUMER,USA,EDINBURG,TX,CENTRAL,OFF-PA-10004665,OFFICE SUPPLIES,PAPER,ADVANTUS MOTIVATIONAL NOTE CARDS,30.392,536.576,-0.006264264787582095,-0.13345239896945482
2021-08-19,2021-08-20,FIRST CLASS,RP-19390,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-BI-10000666,OFFICE SUPPLIES,BINDERS,SURELOCK POST BINDERS,55.008,704.1024,0.10161683409450163,-0.08547002703758771
2021-08-20,2021-08-23,FIRST CLASS,DW-13480,HOME OFFICE,USA,DETROIT,MI,CENTRAL,TEC-PH-10004924,TECHNOLOGY,PHONES,"SKILCRAFT TELEPHONE SHOULDER REST, 2"" X 6.5"" X 2.5"", BLACK",3.9906,29.56,-0.12196998643307466,-0.27867028873135224
2021-08-21,2021-08-24,SECOND CLASS,RP-19270,CORPORATE,USA,SEATTLE,WA,WEST,OFF-BI-10003727,OFFICE SUPPLIES,BINDERS,AVERY DURABLE SLANT RING BINDERS WITH LABEL HOLDER,11.704,267.52,-0.08816554752679157,-0.210514551934602
2021-08-21,2021-08-28,STANDARD CLASS,SC-20230,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-PA-10002606,OFFICE SUPPLIES,PAPER,XEROX 1928,21.384,427.68,-0.04574236597095104,-0.16464204056560086
2021-08-21,2021-08-27,STANDARD CLASS,SU-20665,HOME OFFICE,USA,GREENVILLE,NC,SOUTH,OFF-SU-10002573,OFFICE SUPPLIES,SUPPLIES,"ACME 10"" EASY GRIP ASSISTIVE SCISSORS",3.506,44.8768,-0.12409377504691353,-0.2742833002065226
2021-08-22,2021-08-26,STANDARD CLASS,DG-13300,CORPORATE,USA,SEATTLE,WA,WEST,OFF-PA-10001870,OFFICE SUPPLIES,PAPER,XEROX 202,9.3312,58.32000000000001,-0.0985644860800662,-0.27043294215934627
2021-08-22,2021-08-23,FIRST CLASS,TC-21475,HOME OFFICE,USA,FORT COLLINS,CO,WEST,FUR-FU-10001979,FURNITURE,FURNISHINGS,DANA HALOGEN SWING-ARM ARCHITECT LAMP,9.8328,235.98720000000003,-0.0963661939448999,-0.21954607495218717
2021-08-23,2021-08-30,STANDARD CLASS,MS-17770,CONSUMER,USA,SEATTLE,WA,WEST,OFF-SU-10002189,OFFICE SUPPLIES,SUPPLIES,ACME ROSEWOOD HANDLE LETTER OPENER,0.1588,63.52,-0.13876308014027194,-0.26894357490710596
2021-08-23,2021-08-29,STANDARD CLASS,MA-17560,HOME OFFICE,USA,SHEBOYGAN,WI,CENTRAL,OFF-LA-10003537,OFFICE SUPPLIES,LABELS,AVERY 515,17.6673,112.77000000000001,-0.06203102701316101,-0.2548375485277147
2021-08-23,2021-08-27,STANDARD CLASS,JP-15460,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-AR-10002399,OFFICE SUPPLIES,ART,"DIXON PRANG WATERCOLOR PENCILS, 10-COLOR SET WITH BRUSH",8.733,106.5,-0.10118613351877527,-0.25663338173378136
2021-08-26,2021-08-28,FIRST CLASS,SV-20815,CORPORATE,USA,MIAMI,FL,SOUTH,OFF-PA-10002319,OFFICE SUPPLIES,PAPER,XEROX 1944,11.2404,24.8064,-0.09019730237899072,-0.28003179953332324
2021-08-26,2021-08-27,FIRST CLASS,RF-19735,CONSUMER,USA,SAN JOSE,CA,WEST,OFF-FA-10002983,OFFICE SUPPLIES,FASTENERS,ADVANTUS SLIDECLIP PAPER CLIPS,4.9104,30.69,-0.1179389076732542,-0.27834663777076923
2021-08-26,2021-08-28,FIRST CLASS,LC-16930,CORPORATE,USA,PASADENA,TX,CENTRAL,TEC-AC-10004571,TECHNOLOGY,ACCESSORIES,LOGITECH G700S RECHARGEABLE GAMING MOUSE,43.9956,255.97440000000003,0.05335432949062372,-0.21382140550142228
2021-08-26,2021-08-31,STANDARD CLASS,DR-12880,CORPORATE,USA,NEW YORK CITY,NY,EAST,TEC-PH-10003442,TECHNOLOGY,PHONES,SAMSUNG REPLACEMENT EH64AVFWE PREMIUM HEADSET,8.25,198.0,-0.10330291003648921,-0.23042624642993767
2021-08-26,2021-09-02,STANDARD CLASS,VG-21805,CORPORATE,USA,PHILADELPHIA,PA,EAST,TEC-AC-10001109,TECHNOLOGY,ACCESSORIES,LOGITECH TRACKMAN MARBLE MOUSE,13.1956,76.7744,-0.0816285209143234,-0.26514729234785717
